tweet_id,replies_count,retweets_count,likes_count,target,label,confidence_score
1445774226124726272,0,0,1,0,non-depressed,0.663
1445774233628405504,0,0,4,0,non-depressed,1
1445774371902025728,1,0,0,0,non-depressed,1
1445774425106776064,0,0,10,0,non-depressed,1
1445774426633424896,0,0,0,0,non-depressed,1
1445774581973721088,1,0,1,0,non-depressed,1
1445774614831853568,0,0,2,0,non-depressed,1
1445774615557537536,0,0,2,0,non-depressed,0.663
1445774634448654336,1,0,0,1,mild,0.67
1445774918537281536,1,0,0,0,non-depressed,1
1445774937629683712,0,1,0,0,non-depressed,0.667
1445775076188557312,1,0,0,0,non-depressed,1
1445775157876776704,0,0,0,0,non-depressed,1
1445775376140037888,2,0,1,0,non-depressed,0.667
1445775397979754496,0,0,2,0,non-depressed,0.69
1445775416698945536,15,99,594,0,non-depressed,1
1445775419022577664,0,0,1,1,mild,1
1445776195480477696,0,0,0,0,non-depressed,0.663
1445776306977722368,0,0,0,0,non-depressed,0.667
1445776388007489536,0,0,3,0,non-depressed,0.659
1445776410681888768,0,0,1,0,non-depressed,1
1445776413068464128,1,0,3,0,non-depressed,1
1445776414284812288,0,0,0,0,non-depressed,0.67
1445776460829003520,2,0,1,0,non-depressed,0.67
1445776500330881024,0,0,0,1,mild,0.667
1445776561458663424,0,0,0,0,non-depressed,1
1445776637379837952,1,0,1,0,non-depressed,1
1445776652915515136,0,0,0,0,non-depressed,0.674
1445776930838511616,0,0,6,0,non-depressed,1
1445776994470293504,0,7,21,0,non-depressed,1
1445777005065113600,1,0,1,0,non-depressed,1
1445777077253206016,1,0,0,0,non-depressed,1
1445777171084054528,0,0,2,1,mild,0.667
1445777184518402048,1,0,0,0,non-depressed,1
1445777263769784320,10,0,55,2,moderate,0.663
1445777301870837504,1,2,16,0,non-depressed,1
1445777325665095680,0,0,0,0,non-depressed,0.667
1445777421169401856,0,0,2,1,mild,0.655
1445777549569576704,0,0,0,0,non-depressed,1
1445777603198029824,1,1,2,0,non-depressed,0.69
1445777772983377920,0,0,0,1,mild,1
1445777817598369536,1,0,2,0,non-depressed,1
1445777872539377664,1,1,1,2,moderate,0.67
1445777873885880320,0,0,0,0,non-depressed,0.667
1445777979368361984,2,0,0,0,non-depressed,1
1445777990487396352,1,0,0,0,non-depressed,1
1445778016446017536,0,1,1,0,non-depressed,0.667
1445778033617485824,1,3,5,0,non-depressed,1
1445778047471218688,1,0,0,1,mild,0.663
1445778073035554816,0,0,1,0,non-depressed,1
1445778189209399296,0,0,0,0,non-depressed,1
1445778211892125696,1,0,0,0,non-depressed,1
1445778234331656192,0,0,0,0,non-depressed,1
1445778265839259648,1,0,0,0,non-depressed,0.659
1445778320025550848,0,1,1,0,non-depressed,1
1445778325452910336,1,0,0,1,mild,0.67
1445778329404018688,0,0,0,0,non-depressed,0.67
1445778474065543168,1,0,3,0,non-depressed,1
1445778632778027008,0,0,1,0,non-depressed,1
1445778765854875648,0,0,3,0,non-depressed,1
1445778850621784064,1,0,7,1,mild,0.667
1445778984181002240,0,0,1,0,non-depressed,1
1445779019262087168,1,0,10,0,non-depressed,1
1445779048714493952,1,0,0,2,moderate,1
1445779116490326016,1,0,0,0,non-depressed,1
1445779216826466304,1,0,1,0,non-depressed,1
1445779340654825472,1,0,1,0,non-depressed,0.674
1445779347965497088,0,0,0,1,mild,0.659
1445779392571981824,0,0,0,0,non-depressed,1
1445779502219415552,1,0,2,0,non-depressed,1
1445779754703998976,0,0,0,0,non-depressed,1
1445779882491854848,0,0,0,0,non-depressed,1
1445779890804903936,0,0,0,0,non-depressed,1
1445780085450051584,0,0,2,0,non-depressed,1
1445780123207143424,0,0,0,1,mild,0.663
1445780562128486400,4,0,22,0,non-depressed,0.667
1445780576221351936,1,0,0,0,non-depressed,0.678
1445780624803913728,1,0,1,0,non-depressed,1
1445780648715697920,0,0,0,0,non-depressed,0.663
1445780673625607936,0,0,1,1,mild,0.659
1445780731829968896,0,0,1,0,non-depressed,1
1445780778483207936,0,0,0,0,non-depressed,1
1445780951871614720,0,0,0,0,non-depressed,1
1445780967881203712,0,0,0,0,non-depressed,1
1445781258571640832,0,1,1,0,non-depressed,0.659
1445781394177748736,0,0,7,0,non-depressed,1
1445781464134524928,0,0,0,0,non-depressed,1
1445781548469415936,0,1,0,0,non-depressed,0.67
1445781874169708288,1,13,42,0,non-depressed,1
1445781947943292928,0,0,0,1,mild,1
1445782006990659584,0,0,1,1,mild,0.667
1445782219436396288,0,0,0,0,non-depressed,1
1445782302299148288,0,0,0,2,moderate,0.659
1445782446209969920,1,0,0,1,mild,0.667
1445782485846142720,1,2,6,0,non-depressed,1
1445782757708161024,2,1,1,0,non-depressed,1
1445783045131304704,1,0,3,0,non-depressed,1
1445783225671028736,1,0,2,3,severe,0.659
1445783301113868288,1,0,2,0,non-depressed,0.674
1445783364816957440,0,0,1,0,non-depressed,1
1445783442776494080,0,0,3,0,non-depressed,1
1445783451299299328,1,0,1,0,non-depressed,0.667
1445783658363703296,1,0,2,0,non-depressed,1
1445783679079526400,0,0,2,0,non-depressed,0.674
1445783757659652096,1,0,2,0,non-depressed,0.679
1445783789029019648,0,0,5,0,non-depressed,1
1445783857421111296,0,0,0,0,non-depressed,0.659
1445783884562501632,0,0,0,0,non-depressed,0.667
1445784116553654272,0,0,0,0,non-depressed,1
1445784121200939008,14,2,19,0,non-depressed,1
1445784183259811840,0,0,0,0,non-depressed,0.667
1445784186485309440,1,0,3,0,non-depressed,1
1445784218177454080,0,0,5,0,non-depressed,1
1445784273596780288,1,0,1,0,non-depressed,1
1445784342584692736,0,1,2,0,non-depressed,1
1445784352147705856,1,0,5,0,non-depressed,0.674
1445784482318016512,0,0,0,1,mild,0.667
1448260338223251456,1,0,0,3,severe,0.667
1445784643010121728,9,12,106,0,non-depressed,0.671
1445784704226000896,0,0,1,1,mild,0.67
1445784773465624320,1,0,1,0,non-depressed,0.663
1445784775172579328,0,0,0,2,moderate,0.659
1445784819636396032,1,0,2,0,non-depressed,0.663
1445784899693137920,2,0,19,0,non-depressed,0.67
1445784949768933120,0,0,3,0,non-depressed,1
1445784958623051520,0,0,2,0,non-depressed,1
1445784997906960384,0,0,1,0,non-depressed,1
1445785182108192768,1,0,1,0,non-depressed,0.67
1445785191377690624,6,0,6,0,non-depressed,0.663
1445785255332376320,0,0,0,1,mild,0.674
1445785300916006912,0,0,0,0,non-depressed,1
1445785322873307136,0,0,1,0,non-depressed,1
1445785469162119168,0,0,4,0,non-depressed,1
1445785505535197184,0,0,4,0,non-depressed,0.663
1445785524103385088,5,2,7,3,severe,0.674
1445785591266828288,0,0,2,0,non-depressed,1
1445785640361095168,5,0,0,3,severe,0.659
1445785645075546112,0,0,2,0,non-depressed,0.667
1445785678860587008,0,0,0,0,non-depressed,1
1445785691518996480,2,0,1,2,moderate,0.663
1445785711756541952,0,0,2,0,non-depressed,1
1445785760225918720,14,3,39,0,non-depressed,1
1445785975989276672,1,0,2,0,non-depressed,1
1445786187222839296,0,0,2,0,non-depressed,1
1445786228205359104,0,0,2,1,mild,0.655
1445786249315249920,0,0,3,0,non-depressed,1
1445786318387118080,2,0,12,0,non-depressed,1
1445786380576047104,1,0,3,0,non-depressed,1
1445786437312344064,1,3,17,3,severe,1
1445786496628191232,0,0,1,0,non-depressed,1
1445786548901793536,0,0,2,0,non-depressed,0.663
1445786759338496000,1,0,0,0,non-depressed,1
1445786778879737856,0,0,0,0,non-depressed,1
1445786788841209856,0,0,0,0,non-depressed,0.667
1445787115564900352,1,0,0,2,moderate,0.655
1445787150146936832,0,0,0,2,moderate,1
1445787200109481984,1,0,0,0,non-depressed,0.667
1445787266761248768,0,0,0,0,non-depressed,1
1445787271454679040,0,0,0,0,non-depressed,1
1445787275132956672,0,0,1,0,non-depressed,1
1445787321043849216,0,0,0,0,non-depressed,1
1445787410101592064,0,0,1,0,non-depressed,1
1445787465768443904,0,0,0,1,mild,0.67
1445787496307048448,0,0,2,0,non-depressed,1
1445787511649828864,0,0,0,0,non-depressed,1
1445787819163668480,0,0,1,0,non-depressed,0.663
1445788055336587264,0,0,0,0,non-depressed,1
1445788100999847936,0,0,0,1,mild,0.667
1445788283049496320,0,1,4,0,non-depressed,1
1445788346786058240,0,0,0,0,non-depressed,1
1445788461810733056,0,0,3,0,non-depressed,1
1445788472921493504,2,0,2,0,non-depressed,0.663
1445788482568212480,1,3,28,0,non-depressed,1
1445788508166180864,0,0,1,2,moderate,0.67
1445788657164513280,1,0,1,2,moderate,0.674
1445788674247913472,0,0,1,0,non-depressed,1
1445789265527402496,0,1,1,0,non-depressed,1
1445789383500599296,0,0,2,0,non-depressed,1
1445789450164862720,0,0,0,0,non-depressed,1
1445789531240685568,1,0,1,0,non-depressed,0.663
1445789935265406720,0,0,2,0,non-depressed,0.674
1445789942983000064,1,0,5,0,non-depressed,1
1445789950113320704,0,0,4,0,non-depressed,0.655
1445790073329442816,2,0,4,0,non-depressed,1
1445790147799289856,0,9,14,0,non-depressed,0.678
1445790233564438528,1,0,1,0,non-depressed,0.67
1445790306511646720,0,0,0,1,mild,0.675
1445790351210409984,1,0,1,0,non-depressed,1
1445790537454276608,0,0,0,0,non-depressed,0.67
1445790564675244032,1,0,2,0,non-depressed,0.667
1445790589715460096,0,0,2,1,mild,0.69
1445790948735086592,0,10,26,0,non-depressed,1
1445790997649133568,1,0,2,0,non-depressed,1
1445791170412548096,0,0,1,0,non-depressed,0.659
1445791190721380352,0,0,0,0,non-depressed,0.674
1445791235952701440,0,0,0,0,non-depressed,1
1445791272141090816,0,0,0,0,non-depressed,1
1445791337786322688,12,1,70,0,non-depressed,1
1445791449178537984,2,4,16,0,non-depressed,1
1445791476529590272,0,0,1,0,non-depressed,1
1445791515922550784,0,2,15,0,non-depressed,0.674
1445791736018649088,1,0,1,0,non-depressed,1
1445791772203003904,1,0,2,0,non-depressed,0.69
1445791938913783808,1,0,0,0,non-depressed,1
1445791982706626304,1,0,2,0,non-depressed,0.679
1445792000914202624,0,0,22,0,non-depressed,0.674
1445792104366628864,1,0,1,0,non-depressed,1
1445792150206226432,1,0,1,0,non-depressed,1
1445792152315850752,1,0,1,0,non-depressed,0.663
1445792241168044032,0,0,7,0,non-depressed,1
1445792261086662656,0,0,0,0,non-depressed,1
1445792305470971904,1,0,0,0,non-depressed,1
1445792411804909568,2,0,7,0,non-depressed,1
1445792413490941952,0,0,1,1,mild,0.667
1445792447632580608,1,0,0,1,mild,0.667
1445792604067663872,0,0,0,0,non-depressed,1
1445792722808311808,1,0,0,0,non-depressed,0.663
1445792755087667200,1,1,1,0,non-depressed,1
1445792802751885312,0,0,1,0,non-depressed,1
1445792821231882240,1,0,1,0,non-depressed,1
1445792882695180288,1,0,0,0,non-depressed,1
1445793000064311296,0,0,6,0,non-depressed,0.659
1445793012651421696,1,0,1,0,non-depressed,1
1445793040354869248,0,0,0,0,non-depressed,1
1445793071904354304,0,0,0,0,non-depressed,0.659
1445793144646291456,0,0,0,0,non-depressed,1
1445793257212944384,2,0,1,0,non-depressed,0.69
1445793302985515008,1,0,2,0,non-depressed,0.671
1445793356873797632,0,0,0,0,non-depressed,1
1445793395100696320,0,0,0,0,non-depressed,1
1445793482870705920,0,0,0,1,mild,0.678
1445793517247205120,1,0,3,1,mild,0.67
1445793518715162624,0,0,0,1,mild,0.678
1445793633890823936,1,2,24,0,non-depressed,0.663
1445793639808991232,0,0,2,0,non-depressed,0.663
1445793724856946688,1,0,0,0,non-depressed,1
1445793976842289152,1,0,4,0,non-depressed,0.655
1445794094760955904,0,0,4,0,non-depressed,0.674
1445794446721773568,0,0,1,0,non-depressed,1
1445794482302164736,0,0,0,0,non-depressed,1
1445794505127431936,0,0,2,0,non-depressed,0.678
1445794548119048192,0,0,1,1,mild,0.659
1445794597859315712,1,0,0,0,non-depressed,1
1445794720777527296,1,0,2,0,non-depressed,0.651
1445794755313549312,0,0,1,0,non-depressed,0.67
1445794848741605120,2,0,5,0,non-depressed,1
1445794921068343296,4,7,38,0,non-depressed,0.67
1445794976131010304,0,0,0,0,non-depressed,1
1445795211347734528,0,0,0,0,non-depressed,1
1445795233174671104,0,0,2,1,mild,0.659
1445795332013633536,1,0,0,1,mild,0.667
1445795337700974336,0,0,0,0,non-depressed,1
1445795339030519808,0,1,2,0,non-depressed,1
1445795365316292608,1,0,0,0,non-depressed,1
1445795524393713664,0,0,0,0,non-depressed,0.678
1445795587241099264,0,0,0,0,non-depressed,1
1445795686000185088,0,0,0,0,non-depressed,0.67
1445795745576144896,0,0,0,1,mild,1
1445795780309127168,0,0,2,0,non-depressed,1
1445795797157646336,1,0,1,0,non-depressed,1
1445795826031153152,0,0,0,0,non-depressed,1
1445795972135612416,1,0,2,0,non-depressed,0.659
1445796085545402368,0,0,0,0,non-depressed,0.655
1445796211596742656,0,0,1,0,non-depressed,1
1445796222317457408,0,0,0,0,non-depressed,1
1445796308694941696,0,0,0,0,non-depressed,1
1445796324188770304,1,0,0,0,non-depressed,1
1445796392576901120,0,0,2,0,non-depressed,1
1445796491520626688,1,0,0,0,non-depressed,1
1445796532872089600,1,0,1,0,non-depressed,1
1445796569068998656,0,0,3,0,non-depressed,1
1445796606805258240,1,0,1,0,non-depressed,0.67
1445796609153900288,0,0,1,1,mild,0.667
1445796620096868352,1,0,2,0,non-depressed,1
1445796658663419904,1,0,2,1,mild,0.667
1445796720538013696,0,0,0,0,non-depressed,0.67
1445796774124216320,0,0,1,0,non-depressed,1
1445797024671035136,2,0,0,1,mild,1
1445797181122883584,1,0,0,0,non-depressed,0.674
1445797572572958720,1,0,0,0,non-depressed,1
1445798059460337664,0,0,0,0,non-depressed,1
1445798138107686912,0,0,0,0,non-depressed,1
1445798138204147712,0,0,0,0,non-depressed,1
1445798170911559680,1,17,220,0,non-depressed,1
1445798276578648064,4,0,2,0,non-depressed,0.663
1445798441477619712,1,0,2,0,non-depressed,1
1445798515347652608,0,0,0,0,non-depressed,1
1445798557873684480,0,0,0,0,non-depressed,1
1445798559329112064,2,2,4,0,non-depressed,1
1445798574269386752,0,1,2,0,non-depressed,0.667
1445798605797744640,0,0,0,0,non-depressed,0.674
1445798613041487872,2,1,1,0,non-depressed,0.667
1445798653424242688,0,0,1,0,non-depressed,1
1445798653679923200,0,0,0,1,mild,0.67
1445798691126775808,1,0,2,2,moderate,0.659
1445798691630157824,1,0,1,0,non-depressed,1
1445798726627479552,0,0,1,1,mild,0.659
1445798968160555008,1,0,0,0,non-depressed,1
1445799114126487552,1,0,2,0,non-depressed,1
1445799387553144832,1,0,0,0,non-depressed,1
1445799494239625216,1,0,0,1,mild,0.67
1445799616302043136,1,0,0,3,severe,0.655
1445799645679079424,0,0,5,1,mild,0.663
1445799687970164736,0,0,0,0,non-depressed,0.682
1445799774486241280,1,0,0,0,non-depressed,1
1445799779141885952,0,1,3,0,non-depressed,0.682
1445799962927788032,2,0,23,0,non-depressed,0.674
1445799985501642752,1,0,1,0,non-depressed,1
1445799993437134848,0,0,0,0,non-depressed,1
1445800255748927488,0,0,0,0,non-depressed,1
1445800323117948928,0,0,0,0,non-depressed,1
1445800429242044416,0,1,0,1,mild,0.67
1445800551791222784,6,23,41,0,non-depressed,1
1445800738462986240,0,1,3,0,non-depressed,1
1445800752107044864,2,0,0,0,non-depressed,1
1445800843425447936,0,0,1,0,non-depressed,0.674
1445801003220017152,0,0,1,0,non-depressed,1
1445801133134336000,0,0,0,2,moderate,1
1445801255574642688,2,0,2,0,non-depressed,0.655
1445801262008602624,0,0,0,1,mild,0.663
1445801272947339264,0,0,0,0,non-depressed,1
1445801288176914432,0,0,0,0,non-depressed,1
1445801366056693504,1,0,1,0,non-depressed,0.678
1445801590418378752,0,0,1,0,non-depressed,1
1445801762921668608,0,0,0,0,non-depressed,1
1445801869494738688,0,0,1,0,non-depressed,1
1445801936616366080,1,0,9,0,non-depressed,0.682
1445802009332830208,0,0,0,1,mild,0.682
1445802077343522816,0,0,0,0,non-depressed,1
1445802134235086848,1,0,4,0,non-depressed,0.67
1445802142229417984,1,0,1,0,non-depressed,1
1445802238891282432,0,1,4,0,non-depressed,1
1445802276170334208,0,0,3,0,non-depressed,1
1445802292179918848,2,0,10,0,non-depressed,0.675
1445802332621402112,0,0,0,0,non-depressed,0.678
1445802373780226048,0,0,0,1,mild,0.659
1445802456315691008,2,0,7,0,non-depressed,1
1445802570447007488,1,0,1,0,non-depressed,0.663
1445802622930276352,0,0,0,0,non-depressed,1
1445802760268664832,0,0,0,0,non-depressed,0.667
1445802785266540288,0,0,0,0,non-depressed,1
1445802787879616512,0,0,0,1,mild,0.674
1445802855596630016,0,0,0,0,non-depressed,1
1445802919085936640,3,0,14,1,mild,0.679
1445802939033915392,0,0,0,0,non-depressed,1
1447556607903153920,0,0,0,0,non-depressed,1
1445803047435870208,1,0,0,0,non-depressed,1
1445803247336243200,0,0,0,0,non-depressed,1
1445803320656863232,1,1,2,0,non-depressed,1
1445803459408580608,1,0,5,1,mild,0.674
1445803575641133056,1,0,1,1,mild,0.659
1445803595778048000,0,0,0,0,non-depressed,1
1445803771825561600,0,0,1,0,non-depressed,0.663
1445803891157872640,0,0,0,2,moderate,0.674
1445803965967392768,0,0,0,0,non-depressed,1
1445804191117561856,0,0,0,0,non-depressed,1
1445804244095754240,0,0,1,0,non-depressed,1
1445804249560989696,1,0,0,0,non-depressed,0.667
1445804264903876608,1,0,1,0,non-depressed,1
1445804329210978304,1,0,0,0,non-depressed,1
1445804335716311040,3,0,12,1,mild,0.663
1445804350606085888,1,0,1,0,non-depressed,0.663
1445804374282801152,1,0,1,0,non-depressed,0.655
1445804496366362624,1,0,2,0,non-depressed,0.67
1445804530122170368,2,0,0,0,non-depressed,1
1445804744358850304,2,0,1,0,non-depressed,1
1445804836868399104,0,0,4,0,non-depressed,0.659
1445804913867431936,1,1,15,0,non-depressed,1
1445805019769368320,5,8,240,0,non-depressed,0.67
1445805061464940288,1,0,2,0,non-depressed,0.663
1445805177676517120,1,0,0,0,non-depressed,1
1445805198547382272,1,0,1,2,moderate,0.69
1445805389845434368,0,0,5,0,non-depressed,0.67
1445805517008302080,0,0,0,1,mild,1
1445805566576758784,1,0,0,0,non-depressed,1
1445805614744027136,1,0,1,0,non-depressed,1
1445805734524964864,0,0,0,0,non-depressed,0.663
1445805780565954304,0,0,0,0,non-depressed,1
1445805899033972736,1,0,0,1,mild,0.663
1445806038783967232,0,0,0,0,non-depressed,0.663
1445806135097929728,0,0,0,0,non-depressed,1
1445806280661078016,1,0,0,0,non-depressed,0.663
1445806285505634304,1,0,1,0,non-depressed,1
1445806307001262080,0,0,1,0,non-depressed,1
1445806457224523520,0,0,0,0,non-depressed,1
1445806534332588032,0,0,0,0,non-depressed,1
1445806737965993984,1,0,1,0,non-depressed,0.67
1445806791829245952,1,0,0,0,non-depressed,0.675
1445807126706733056,1,4,8,0,non-depressed,1
1445807249264300032,1,0,0,0,non-depressed,1
1445807335876833280,0,0,0,0,non-depressed,1
1445807398996701184,0,0,0,0,non-depressed,1
1445807490948648704,0,0,5,0,non-depressed,0.663
1445807565925847040,0,0,1,0,non-depressed,1
1445807572808728320,0,6,14,0,non-depressed,1
1445807656934035456,2,0,0,0,non-depressed,1
1445807754497691648,1,2,2,0,non-depressed,1
1445807756837982208,0,0,0,0,non-depressed,1
1445807954461143040,1,0,0,0,non-depressed,1
1445808023402733568,1,0,0,1,mild,1
1445808168836210688,0,0,2,0,non-depressed,1
1445808213069217536,1,0,16,0,non-depressed,0.67
1445808252902543104,0,0,1,0,non-depressed,0.678
1445808263669370880,0,0,1,1,mild,0.674
1445808263837065216,0,0,0,1,mild,0.659
1445808364689104896,0,0,0,0,non-depressed,0.663
1445808371253219328,3,0,23,0,non-depressed,1
1445808466635853824,1,0,9,0,non-depressed,1
1445808491084468224,1,0,1,0,non-depressed,0.678
1445808574173782016,1,0,5,0,non-depressed,1
1445808725902585856,0,0,0,0,non-depressed,1
1445808782236438528,0,0,0,0,non-depressed,1
1445808861693288448,1,0,1,0,non-depressed,1
1445808878155796480,3,2,28,1,mild,0.655
1445808924909780736,2,0,6,0,non-depressed,1
1445808969826639872,1,0,3,0,non-depressed,1
1445809263578738688,0,0,4,0,non-depressed,1
1445809322894794752,0,0,0,0,non-depressed,1
1445809644979425280,0,0,2,0,non-depressed,1
1445809679548829696,1,0,3,0,non-depressed,1
1445810006100615168,7,0,8,2,moderate,1
1445810375765733120,2,0,2,0,non-depressed,1
1445810405599694848,0,0,0,0,non-depressed,0.651
1445810436079710208,0,0,0,0,non-depressed,0.651
1445810439506563072,0,0,1,0,non-depressed,1
1445810640371822336,0,0,0,0,non-depressed,0.667
1445810656234680320,0,0,1,0,non-depressed,1
1445810882597040128,2,4,11,0,non-depressed,0.663
1445810924229586688,2,0,1,0,non-depressed,0.659
1445811070157799424,0,0,0,0,non-depressed,1
1445811227423227904,0,0,0,1,mild,0.667
1445811311229616128,0,0,1,0,non-depressed,1
1445811321966972928,2,0,5,0,non-depressed,1
1445811391278030848,1,0,1,0,non-depressed,1
1445811461033398272,2,0,4,0,non-depressed,1
1445811481551978496,0,0,1,0,non-depressed,1
1445811493216432128,1,0,5,1,mild,1
1445811498580803584,0,0,0,2,moderate,0.655
1445811543254335488,1,0,2,0,non-depressed,1
1445811626968420352,0,1,1,0,non-depressed,1
1445811649387040768,1,0,1,0,non-depressed,1
1445811686779154432,2,0,3,0,non-depressed,0.674
1445811778970128384,1,0,0,0,non-depressed,1
1445811800843243520,0,0,0,0,non-depressed,1
1445811852445831168,0,0,2,0,non-depressed,1
1445811873069236224,0,0,0,0,non-depressed,1
1445812066820886528,1,0,1,0,non-depressed,0.674
1445812162388185088,1,0,0,0,non-depressed,1
1445812167752753152,4,0,1,2,moderate,1
1445812174925058048,0,0,0,0,non-depressed,1
1445812199658754048,1,0,1,0,non-depressed,1
1445812438859976704,1,0,0,1,mild,0.678
1445812636663173120,0,0,1,0,non-depressed,1
1445812819916509184,1,0,0,0,non-depressed,1
1445813095650053888,1,1,16,0,non-depressed,1
1445813096380080128,1,0,1,0,non-depressed,0.674
1445813109218680832,0,0,0,2,moderate,0.67
1445813140629954304,0,0,0,0,non-depressed,1
1445813156568260608,2,2,19,0,non-depressed,1
1445813370121166848,1,0,9,0,non-depressed,1
1445813471757709312,0,0,3,0,non-depressed,1
1445813498689179648,2,1,1,3,severe,0.651
1445813639869386752,1,0,0,0,non-depressed,0.667
1445813844886966272,3,0,9,0,non-depressed,1
1445813879141851136,1,0,0,0,non-depressed,1
1445813969827115008,0,0,0,0,non-depressed,1
1445814028668919808,1,0,0,0,non-depressed,1
1445814042405314304,1,0,1,0,non-depressed,0.667
1445814114660466688,0,1,3,1,mild,0.67
1445814162899173120,1,0,1,0,non-depressed,1
1445814250035838720,0,0,0,0,non-depressed,1
1445814273163231232,2,0,2,0,non-depressed,1
1445814345674501888,1,1,5,0,non-depressed,1
1445543219333251072,1,0,0,3,severe,0.651
1445814778304159488,1,0,1,0,non-depressed,0.651
1445814826194907136,0,2,15,0,non-depressed,0.663
1445814830544285696,0,0,4,0,non-depressed,0.674
1445814996768673536,0,0,0,0,non-depressed,1
1445815157200883712,0,0,0,0,non-depressed,1
1445815184593985536,1,0,0,0,non-depressed,1
1445815184849661952,0,0,2,0,non-depressed,0.67
1445815256702496768,1,0,1,0,non-depressed,1
1445815265711706112,1,0,0,0,non-depressed,0.663
1445815293293572096,0,0,1,1,mild,0.67
1445815331360960512,0,0,2,0,non-depressed,1
1445815337568509952,1,0,0,0,non-depressed,1
1445815391339655168,1,0,4,1,mild,1
1445815706268803072,5,0,7,0,non-depressed,0.67
1445815839412862720,0,0,1,0,non-depressed,0.659
1445815890532978688,2,0,0,0,non-depressed,0.674
1445815901220187904,10,0,22,0,non-depressed,0.678
1445815910711713536,2,0,1,0,non-depressed,1
1445816060888899584,0,0,0,0,non-depressed,1
1445816067901706240,2,2,84,0,non-depressed,1
1445816069822705664,0,0,0,0,non-depressed,0.667
1445816333019451136,0,0,0,0,non-depressed,1
1445816354808877056,5,1,66,0,non-depressed,0.663
1445816366112526336,0,0,3,0,non-depressed,1
1445816374169935872,1,1,6,0,non-depressed,0.663
1445816495271989248,1,0,1,0,non-depressed,1
1445816550078906368,2,0,1,0,non-depressed,1
1445816612431400704,0,0,7,0,non-depressed,1
1445816657725706240,0,0,1,0,non-depressed,1
1445816734364094464,8,0,30,0,non-depressed,0.663
1445816774566420480,0,0,2,2,moderate,1
1445816874843791104,0,0,1,0,non-depressed,0.651
1445816958578933504,1,0,0,1,mild,1
1445817047934406656,0,0,3,0,non-depressed,1
1445817122660229120,0,0,14,1,mild,0.667
1445817435832012800,1,0,0,0,non-depressed,1
1445817444145139712,0,0,0,0,non-depressed,1
1445817479607947264,0,0,1,0,non-depressed,1
1445817505868566528,0,1,3,0,non-depressed,1
1445817572180455424,0,0,3,0,non-depressed,1
1445817572784369664,0,0,1,0,non-depressed,0.667
1445817626786074624,3,0,15,0,non-depressed,1
1445817647304609536,0,0,20,0,non-depressed,0.663
1445817677793009664,0,0,0,0,non-depressed,0.67
1445817813235486720,0,0,0,0,non-depressed,0.663
1445817815408123904,0,0,1,2,moderate,1
1445817874052829184,1,1,28,0,non-depressed,0.671
1445818154496638720,2,0,1,0,non-depressed,1
1445818221748129536,1,0,0,0,non-depressed,1
1446617902447267840,0,0,0,0,non-depressed,1
1445818369920413696,0,0,0,1,mild,1
1445818412094033920,1,0,0,0,non-depressed,0.659
1445818446944612352,0,0,0,0,non-depressed,0.674
1445818448232075264,0,0,1,0,non-depressed,1
1445818499037908736,2,0,4,0,non-depressed,1
1445818642566823936,0,0,2,0,non-depressed,1
1445818660526825472,1,0,5,0,non-depressed,0.671
1445818927620128768,0,0,1,0,non-depressed,1
1445818986147368704,0,0,0,0,non-depressed,1
1445819137901563904,1,0,3,0,non-depressed,0.674
1445819138723782656,0,0,1,1,mild,1
1445819354050875136,1,0,0,0,non-depressed,1
1445819360174501888,1,1,2,0,non-depressed,0.663
1445819389077557248,0,0,0,0,non-depressed,0.674
1445819456840773632,0,0,2,2,moderate,0.67
1445819669416484864,0,0,2,0,non-depressed,1
1445819680778715136,0,0,0,0,non-depressed,0.674
1445819985109012480,1,0,1,0,non-depressed,1
1445820096266457088,0,0,0,2,moderate,0.659
1445820157478248448,0,0,1,0,non-depressed,0.67
1445820168261849088,2,0,1,0,non-depressed,1
1445820320674312192,0,0,6,0,non-depressed,1
1445820333911461888,0,0,17,0,non-depressed,1
1445820374478991104,1,0,0,0,non-depressed,1
1445820408326991872,0,1,8,0,non-depressed,1
1445820432410578688,4,0,25,0,non-depressed,0.682
1445820461494018048,2,0,6,0,non-depressed,0.678
1445820488907886336,1,0,0,0,non-depressed,1
1445820551516278784,0,0,0,0,non-depressed,1
1445820553521078272,0,0,0,0,non-depressed,0.686
1445820555689488384,0,0,1,0,non-depressed,1
1445820581459361536,0,0,3,0,non-depressed,0.674
1445820587423657984,0,0,0,1,mild,0.659
1445820715475759104,1,0,1,0,non-depressed,1
1445820820606029824,2,0,3,0,non-depressed,1
1445821040278396928,0,0,0,0,non-depressed,1
1445821078736154624,2,0,4,0,non-depressed,0.67
1445821155588329472,0,0,0,0,non-depressed,1
1445821161888116736,0,0,0,0,non-depressed,0.663
1445821223699722240,0,0,1,0,non-depressed,1
1445821257132298240,0,0,7,0,non-depressed,0.67
1445821276992393216,0,1,1,0,non-depressed,0.667
1445821288522584064,0,0,1,0,non-depressed,1
1445821837175246848,0,0,0,0,non-depressed,1
1445821902627422208,1,0,1,1,mild,0.67
1445821935766605824,2,0,0,0,non-depressed,1
1445821945530896384,1,3,11,0,non-depressed,1
1445822034898931712,1,0,1,0,non-depressed,1
1445822064418508800,1,0,1,0,non-depressed,1
